country,ign,team_name_full,shorthand,sub_region,standings,role,agent_1,agent_2,agent_3,maps,k,d,a,kd,kda,acs_per_map,k_per_map,d_per_map,a_per_map,language_1,language_2,language_3
Taiwan,YanLi,ONE Team,ONE,Hong Kong and Taiwan,2,Flash,KAY/O,Viper,Breach,27,430,375,234,1.14,1.77,212,15.9,13.8,8.6,Mandarin,,
Philippines,Yort,Rank El Cuties,QT,Philippines,8,Recon,KAY/O,Skye,Viper,10,129,140,76,0.92,1.46,182,12.9,14.0,7.6,Filipino,English,
Philippines,Yoshiii,SCARZ,SZ,Japan,5,Anchor,Killjoy,Cypher,Viper,20,319,281,71,1.13,1.38,209,15.9,14.0,3.5,Japanese,Filipino,English
Japan,Yotaa,SCARZ,SZ,Japan,5,Entry,Raze,Jett,Viper,20,366,312,75,1.17,1.41,255,18.3,15.6,3.7,Japanese,,
International,Youjun,Da Feng Gou,DFG,Hong Kong and Taiwan,8,Recon,Sova,Fade,Breach,16,248,253,108,0.98,1.4,217,15.5,15.8,6.7,Mandarin,English,
Philippines,YoungPork,Subversive,SVR,Philippines,10,Flash,Gekko,Fade,KAY/O,17,243,263,68,0.92,1.18,210,14.2,15.4,4.0,Filipino,English,
International,Youze,Da Feng Gou,DFG,Hong Kong and Taiwan,8,Entry,Raze,Jett,KAY/O,16,247,255,93,0.96,1.33,207,15.4,15.9,5.8,Mandarin,English,
Taiwan,Yoyoman,Hungkuang Falcon,HKUF,Hong Kong and Taiwan,7,Flash,Gekko,Fade,Raze,15,212,241,106,0.87,1.31,180,14.1,16.0,7.0,Mandarin,,
Australia,Yuji,Xu Gang,XG,Oceania,12,Anchor,Killjoy,Cypher,,7,92,118,24,0.77,0.98,196,13.1,16.8,3.4,English,,
Philippines,ZYND,ZOL Esports,ZOL,Philippines,2,Anchor,Cypher,Jett,Killjoy,37,634,521,139,1.21,1.48,228,17.1,14.0,3.7,Filipino,English,
Australia,Zauqk,BOBO,BOBO,Oceania,5,Recon,Sova,Breach,Fade,15,242,206,108,1.17,1.69,226,16.1,13.7,7.2,English,,
Singapore,ZesBeeW,BOOM Esports,BME,Indonesia,1,Smoker,Omen,Viper,Brimstone,28,441,356,296,1.23,2.07,208,15.7,12.7,10.5,Indonesian,Mandarin,English
Philippines,Zeus,Avernus Esports,AVN,Philippines,7,Entry,Jett,Raze,Omen,19,345,288,70,1.19,1.44,265,18.1,15.1,3.6,Filipino,English,
Taiwan,Zhannn,ROA,ROA,Hong Kong and Taiwan,5,Smoker,Astra,Viper,Omen,18,307,270,132,1.13,1.62,216,17.0,15.0,7.3,Mandarin,,
Australia,Zuper,Corn Dawgs,CD,Oceania,15,Anchor,Cypher,Killjoy,,2,25,32,9,0.78,1.06,154,12.5,16.0,4.5,English,,
Indonesia,aderrr,DIS Esports,DIS,Indonesia,7,Smoker,Omen,Cypher,Brimstone,11,134,167,51,0.8,1.1,181,12.1,15.1,4.6,Indonesian,,
Indonesia,adrnking,Velocity Gaming,VLT,South Asia,3,Flash,Killjoy,Breach,KAY/O,17,259,265,115,0.97,1.41,198,15.2,15.5,6.7,Indonesian,,
Malaysia,aduka,NEXGA,NXGA,Malaysia and Singapore,5,Recon,Sova,Iso,Cypher,19,303,273,113,1.1,1.52,216,15.9,14.3,5.9,English,Malay,
Australia,alu,iPGN,iPGN,Oceania,5,Recon,Fade,Sova,Gekko,20,216,287,135,0.75,1.22,158,10.8,14.3,6.7,English,,
Vietnam,alyaL,Team Flash,FPT,Vietnam,3,Lurker,Viper,Killjoy,Fade,15,260,189,81,1.37,1.8,250,17.3,12.6,5.4,Vietnamese,,
Malaysia,aplycs,NEXGA,NXGA,Malaysia and Singapore,5,Smoker,Omen,Viper,Brimstone,19,242,288,165,0.84,1.41,173,12.7,15.1,8.6,English,Malay,
Indonesia,axeLuvYa,Le Crapaud,LCR,Indonesia,8,Lurker,Killjoy,Breach,Omen,6,66,89,29,0.74,1.06,151,11.0,14.8,4.8,Indonesian,,
Philippines,ayap,Carti World,CW,Philippines,5,Flash,Gekko,Sova,Viper,20,314,306,137,1.02,1.47,204,15.7,15.3,6.8,Filipino,English,
Australia,azoh,EDGE,EDGE,Oceania,7,Recon,Sova,Gekko,Deadlock,19,258,268,146,0.96,1.5,198,13.5,14.1,7.6,English,,
Philippines,azys,MLT Esports,MLT,South Asia,7,Entry,Jett,Raze,KAY/O,5,74,81,18,0.91,1.13,196,14.8,16.2,3.6,Filipino,English,
Thailand,b3ta,XERXIA,XIA,Thailand,3,Smoker,Omen,Brimstone,Viper,27,353,441,240,0.8,1.34,178,13.0,16.3,8.8,Thai,,
Vietnam,bbc,Crocodile Tear,TEAR,Vietnam,8,Recon,KAY/O,Killjoy,Jett,11,137,166,58,0.82,1.17,180,12.4,15.0,5.2,Vietnamese,,
Vietnam,bioforst,Crocodile Tear,TEAR,Vietnam,8,Lurker,Killjoy,Astra,Cypher,11,144,156,41,0.92,1.18,195,13.0,14.1,3.7,Vietnamese,,
Vietnam,bobae,Crocodile Tear,TEAR,Vietnam,8,Recon,Sova,Gekko,Fade,11,175,150,53,1.16,1.52,232,15.9,13.6,4.8,Vietnamese,,
Australia,brock,Koopa Troopas,KTS,Oceania,9,Recon,Sova,Fade,Skye,8,114,129,60,0.88,1.34,190,14.2,16.1,7.5,English,,
Singapore,bryce,Ninjas in Galaxy,NG,Malaysia and Singapore,7,Smoker,Viper,Harbor,Omen,10,129,147,53,0.87,1.23,173,12.9,14.7,5.3,English,Malay,Mandarin
Thailand,canady,Barn nong chok,BNC,Thailand,7,Entry,Raze,Iso,Jett,14,228,224,43,1.01,1.2,224,16.2,16.0,3.0,Thai,,
Philippines,cms,Subversive,SVR,Philippines,10,Anchor,Killjoy,Sova,Viper,15,129,248,38,0.52,0.67,133,8.6,16.5,2.5,Filipino,English,
Hong Kong,coconut,Oblivion Force,OF,Hong Kong and Taiwan,1,Anchor,Cypher,Gekko,Viper,29,476,386,165,1.23,1.66,219,16.4,13.3,5.6,Mandarin,Cantonese,English
Philippines,d1srupt,True Rippers Esports,TRS,South Asia,2,Flash,Omen,KAY/O,Breach,15,241,209,87,1.15,1.56,218,16.0,13.9,5.8,Filipino,English,
Vietnam,dafam1,Unicorn Cyber,UNC,Vietnam,7,Smoker,Omen,Clove,Viper,13,195,221,91,0.88,1.29,200,15.0,17.0,7.0,Vietnamese,,
Indonesia,damaraa,Le Crapaud,LCR,Indonesia,8,Entry,Jett,Raze,,15,253,263,57,0.96,1.17,227,16.8,17.5,3.8,Indonesian,,
Australia,doleful,Bandits ESC,BNDT,Oceania,12,Recon,Sova,Raze,Gekko,7,102,109,40,0.93,1.3,212,14.5,15.5,5.7,English,,
Kazakhstan,dos9,Revenant Esports,RVNT,South Asia,1,Lurker,Viper,Killjoy,Omen,15,314,189,97,1.66,2.17,268,20.9,12.6,6.4,Kazakh,Russian,
Indonesia,dragoN,JiJieHao BONK,JJH,Oceania,4,Smoker,Omen,Brimstone,Killjoy,19,328,261,121,1.25,1.72,225,17.2,13.7,6.3,English,Indonesian,
Indonesia,dragy,Cynical,CNL,Indonesia,5,Lurker,Omen,Yoru,Viper,17,215,258,126,0.83,1.32,188,12.6,15.1,7.4,Indonesian,,
Singapore,esmonde,Kizuna Esports,KZ,Malaysia and Singapore,5,Smoker,Omen,Brimstone,Viper,18,227,278,168,0.81,1.42,160,12.6,15.4,9.3,English,Malay,Mandarin
Philippines,eur,Avernus Esports,AVN,Philippines,7,Smoker,Omen,Viper,Raze,19,225,285,132,0.78,1.25,172,11.8,15.0,6.9,Filipino,English,
Australia,exempt,Rub n' Pug,RNP,Oceania,7,Recon,KAY/O,Gekko,Sova,14,177,205,152,0.86,1.6,177,12.6,14.6,10.8,English,,
South Korea,exy,Dplus,DK,South Korea,3,Smoker,Omen,Viper,Brimstone,25,356,375,233,0.94,1.57,182,14.2,15.0,9.3,Korean,,
Vietnam,f1cio,Fancy United Esports,FCY,Vietnam,2,Anchor,Gekko,Deadlock,Viper,12,185,155,74,1.19,1.67,226,15.4,12.9,6.1,Vietnamese,,
Indonesia,famouz,BOOM Esports,BME,Indonesia,1,Entry,Raze,Jett,,28,566,383,134,1.47,1.82,279,20.2,13.6,4.7,Indonesian,,
Indonesia,fausTao,ARF TEAM,ARF,Indonesia,3,Entry,Raze,Jett,Yoru,23,403,365,94,1.1,1.36,240,17.5,15.8,4.0,Indonesian,,
Thailand,foxz,FULL SENSE,FS,Thailand,1,Flash,Sova,Gekko,Breach,11,158,150,89,1.05,1.64,201,14.3,13.6,8.0,Thai,,
Indonesia,frostmind,Bigetron Arctic,BTR,Indonesia,4,Anchor,Killjoy,Cypher,Brimstone,22,324,307,87,1.05,1.33,192,14.7,13.9,3.9,Indonesian,,
Vietnam,fuzzie,CyberKing Esports,CKE,Vietnam,4,Flash,Gekko,Breach,KAY/O,15,162,215,102,0.75,1.22,168,10.8,14.3,6.8,Vietnamese,,
Japan,gatorada,Sengoku Gaming,SG,Japan,3,Smoker,Omen,Brimstone,Viper,23,268,353,251,0.75,1.47,160,11.6,15.3,10.9,Japanese,,
International,glaive,Corn Dawgs,CD,Oceania,15,Entry,Raze,Jett,,2,28,41,5,0.68,0.8,191,14.0,20.5,2.5,English,,
Australia,gon,Tiny Turtle Squad,TTS,Oceania,9,Flash,Breach,Fade,KAY/O,11,126,169,84,0.74,1.24,160,11.4,15.3,7.6,English,,
Indonesia,gotten,Alter Ego,AE,Indonesia,2,Smoker,Omen,Killjoy,Brimstone,23,314,310,194,1.01,1.63,187,13.6,13.4,8.4,Indonesian,,
Singapore,grumble,Disguised,DSG,Malaysia and Singapore,1,Lurker,Viper,Cypher,Killjoy,24,431,323,146,1.33,1.78,225,17.9,13.4,6.0,English,Malay,Mandarin
India,hYperfiction,Alternate Realities,AR,South Asia,7,Entry,Jett,,,1,22,22,6,1.0,1.27,287,22.0,22.0,6.0,Hindi,English,
Singapore,haeart,PDF,PDF,Malaysia and Singapore,8,Entry,Raze,Neon,Jett,14,218,231,56,0.94,1.18,217,15.5,16.5,4.0,English,Malay,Mandarin
Vietnam,hansia,Crocodile Tear,TEAR,Vietnam,8,Entry,Jett,Raze,Neon,11,184,160,42,1.14,1.41,247,16.7,14.5,3.8,Vietnamese,,
Indonesia,heyNF,Cynical,CNL,Indonesia,5,Flash,Breach,Skye,KAY/O,17,204,255,142,0.8,1.35,175,12.0,15.0,8.3,Indonesian,,
South Korea,iNTRO,Dplus,DK,South Korea,3,Recon,Sova,Gekko,Skye,25,386,382,162,1.01,1.43,193,15.4,15.2,6.4,Korean,,
Singapore,inf,Ninjas in Galaxy,NG,Malaysia and Singapore,7,Anchor,Killjoy,Iso,Cypher,14,221,239,38,0.92,1.08,203,15.7,17.0,2.7,English,Malay,Mandarin
Philippines,irisMonster,Tyrant Esports,TYR,Philippines,9,Anchor,Killjoy,Cypher,Viper,12,201,179,35,1.12,1.31,211,16.7,14.9,2.9,Filipino,English,
Malaysia,jans0n,Reve Drift Arena,RDA,Malaysia and Singapore,2,Flash,Gekko,Cypher,Breach,32,457,521,254,0.87,1.36,175,14.2,16.2,7.9,English,Malay,
Singapore,joshh,Ninjas in Galaxy,NG,Malaysia and Singapore,7,Smoker,Omen,Brimstone,Viper,14,180,218,113,0.82,1.34,166,12.8,15.5,8.0,English,Malay,Mandarin
Singapore,juicy,Disguised,DSG,Malaysia and Singapore,1,Flex,Iso,Yoru,Raze,24,415,349,127,1.18,1.55,218,17.2,14.5,5.2,English,Malay,Mandarin
Indonesia,k1ngkappa,THE HERO DETA,THD,Indonesia,5,Anchor,Cypher,Viper,Killjoy,24,371,349,113,1.06,1.38,216,15.4,14.5,4.7,Indonesian,,
South Korea,kAyle,VARREL,VL,Japan,5,Entry,Raze,Cypher,Reyna,20,306,320,97,0.95,1.25,215,15.3,16.0,4.8,Japanese,Korean,
Australia,kadiri,EDGE,EDGE,Oceania,7,Entry,Cypher,Reyna,Phoenix,19,360,277,82,1.29,1.59,258,18.9,14.5,4.3,English,,
Malaysia,kayle,Kizuna Esports,KZ,Malaysia and Singapore,5,Anchor,Killjoy,Viper,Breach,17,232,282,80,0.82,1.1,174,13.6,16.5,4.7,English,Malay,
Australia,kaza,EDGE,EDGE,Oceania,7,Recon,Sova,Skye,KAY/O,19,221,270,169,0.81,1.44,171,11.6,14.2,8.8,English,,
Singapore,kestrel,PDF,PDF,Malaysia and Singapore,8,Anchor,Killjoy,Cypher,Neon,5,66,93,16,0.7,0.88,154,13.2,18.6,3.2,English,Malay,Mandarin
Thailand,killua,Made in Thailand,MITH,Thailand,1,Flash,Killjoy,Skye,Breach,24,417,357,89,1.16,1.41,229,17.3,14.8,3.7,Thai,,
United Arab Emirates,kiss,JFT Esports,JFT,Oceania,1,Smoker,Omen,Jett,Viper,22,316,310,157,1.01,1.52,207,14.3,14.0,7.1,English,Arabic,
Philippines,kvzx,ZOL Esports,ZOL,Philippines,2,Recon,Sova,Gekko,Omen,37,498,507,279,0.98,1.53,191,13.4,13.7,7.5,Filipino,English,
Singapore,lenne,LaZe,LZE,Malaysia and Singapore,4,Recon,Sova,Fade,Gekko,25,401,352,188,1.13,1.67,229,16.0,14.0,7.5,English,Malay,Mandarin
Australia,lg1c,iPGN,iPGN,Oceania,5,Entry,Raze,Jett,,20,301,288,60,1.04,1.25,212,15.0,14.4,3.0,English,,
Vietnam,lilhieu,Unicorn Cyber,UNC,Vietnam,7,Entry,Raze,Jett,Iso,13,225,211,64,1.06,1.36,240,17.3,16.2,4.9,Vietnamese,,
Thailand,maddd,XOXO-01,XOXO,Thailand,8,Entry,Raze,Killjoy,,10,142,162,40,0.87,1.12,215,14.2,16.2,4.0,Thai,,
Australia,maine,iPGN,iPGN,Oceania,5,Lurker,Omen,Viper,Yoru,20,263,298,142,0.88,1.35,192,13.1,14.9,7.1,English,,
South Korea,margaret,Sin Prisa Gaming,SPG,South Korea,1,Anchor,Cypher,,,27,412,363,163,1.13,1.58,204,15.2,13.4,6.0,Korean,,
Philippines,markL,Reve Drift Arena,RDA,Malaysia and Singapore,2,Lurker,Viper,Cypher,Jett,32,523,523,160,1.0,1.3,196,16.3,16.3,5.0,English,Malay,Filipino
Indonesia,mas,DIS Esports,DIS,Indonesia,7,Recon,Sova,Skye,Gekko,11,131,165,72,0.79,1.23,187,11.9,15.0,6.5,Indonesian,,
Philippines,micr0,ZOL Esports,ZOL,Philippines,2,Flash,KAY/O,Gekko,Omen,17,191,244,122,0.78,1.28,166,11.2,14.3,7.1,Filipino,English,
Japan,million,Murash gaming,MRSH,Japan,4,Flash,Sage,KAY/O,Breach,22,309,344,233,0.89,1.57,193,14.0,15.6,10.5,Japanese,,
Japan,misaya,Sengoku Gaming,SG,Japan,3,Flash,KAY/O,Viper,Breach,23,308,359,206,0.85,1.43,175,13.3,15.6,8.9,Japanese,,
Singapore,miz,PDF,PDF,Malaysia and Singapore,8,Lurker,Omen,Cypher,Jett,16,202,255,93,0.79,1.15,171,12.6,15.9,5.8,English,Malay,Mandarin
Japan,muto,REJECT,RC,Japan,7,Recon,Fade,Sova,Skye,18,279,264,168,1.05,1.69,201,15.5,14.6,9.3,Japanese,,
Vietnam,nTK,LAZY,LAZY,Vietnam,5,Anchor,Cypher,Killjoy,KAY/O,13,161,198,65,0.81,1.14,188,12.3,15.2,5.0,Vietnamese,,
Indonesia,naTz,THE HERO DETA,THD,Indonesia,5,Smoker,Omen,Viper,Brimstone,24,338,364,159,0.92,1.36,200,14.0,15.1,6.6,Indonesian,,
Mongolia,nex1,Team Kobolds,KBLD,Hong Kong and Taiwan,3,Smoker,Omen,KAY/O,Brimstone,29,472,447,265,1.05,1.64,204,16.2,15.4,9.1,Mandarin,Khalkha Mongol,
Taiwan,ngk,ONE Team,ONE,Hong Kong and Taiwan,2,Lurker,Omen,Iso,Yoru,10,154,154,70,1.0,1.45,186,15.4,15.4,7.0,Mandarin,,
Japan,nobita,Sengoku Gaming,SG,Japan,3,Recon,Sova,Fade,Gekko,23,385,360,134,1.06,1.44,213,16.7,15.6,5.8,Japanese,,
Philippines,par scofield,JustUs,JST,Philippines,4,Entry,Reyna,Raze,Killjoy,24,405,375,96,1.08,1.33,237,16.8,15.6,4.0,Filipino,English,
Thailand,pedio,Barn nong chok,BNC,Thailand,7,Smoker,Viper,Gekko,Sova,14,152,225,88,0.67,1.06,158,10.8,16.0,6.2,Thai,,
Singapore,persona11,Ninjas in Galaxy,NG,Malaysia and Singapore,7,Entry,Raze,Jett,,14,214,236,47,0.9,1.1,203,15.2,16.8,3.3,English,Malay,Mandarin
Australia,phequa,Rub n' Pug,RNP,Oceania,7,Entry,Jett,Neon,Iso,14,242,226,45,1.07,1.26,224,17.2,16.1,3.2,English,,
Australia,phi,iPGN,iPGN,Oceania,5,Flash,Breach,Gekko,KAY/O,18,254,262,148,0.96,1.53,192,14.1,14.5,8.2,English,,
India,psy,Medal Esports,MDL,South Asia,5,Recon,Sova,Skye,Cypher,7,95,95,31,1.0,1.32,195,13.5,13.5,4.4,Hindi,English,
Singapore,pudj,Elevate (American team),ELV,Malaysia and Singapore,3,Anchor,Killjoy,Viper,Fade,26,386,365,147,1.05,1.46,194,14.8,14.0,5.6,English,Malay,Mandarin
Taiwan,rAb1q,Five Ace e-Sports,FA,Hong Kong and Taiwan,4,Recon,Sova,Omen,Breach,24,322,355,165,0.9,1.37,190,13.4,14.7,6.8,Mandarin,,
Australia,rDeeW,JiJieHao BONK,JJH,Oceania,4,Anchor,Cypher,Viper,Killjoy,19,289,276,96,1.04,1.39,208,15.2,14.5,5.0,English,,
Vietnam,rageee,CyberKing Esports,CKE,Vietnam,4,Smoker,Viper,Omen,Fade,15,204,214,86,0.95,1.35,201,13.6,14.2,5.7,Vietnamese,,
Indonesia,ray4c,Alter Ego,AE,Indonesia,2,Entry,Raze,,,24,351,377,112,0.93,1.22,211,14.6,15.7,4.6,Indonesian,,
Indonesia,reeq,Cynical,CNL,Indonesia,5,Anchor,Fade,Killjoy,Cypher,16,193,243,95,0.79,1.18,180,12.0,15.1,5.9,Indonesian,,
India,rite2ace,MLT Esports,MLT,South Asia,7,Smoker,Omen,Killjoy,Brimstone,5,51,79,36,0.64,1.1,137,10.2,15.8,7.2,Hindi,English,
Hong Kong,riyabtw,Oblivion Force,OF,Hong Kong and Taiwan,1,Entry,Raze,Jett,,29,526,412,95,1.27,1.5,245,18.1,14.2,3.2,Mandarin,Cantonese,English
Indonesia,roseaufy,Alter Ego,AE,Indonesia,2,Anchor,Killjoy,,,1,9,18,1,0.5,0.55,119,9.0,18.0,1.0,Indonesian,,
Australia,rossi,Wolf Pack,WP,Oceania,12,Entry,Raze,Jett,,7,87,121,24,0.71,0.91,183,12.4,17.2,3.4,English,,
Taiwan,roud,Five Ace e-Sports,FA,Hong Kong and Taiwan,4,Lurker,Omen,Viper,Chamber,24,290,370,191,0.78,1.3,165,12.0,15.4,7.9,Mandarin,,
Indonesia,sayoo,Velocity Gaming,VLT,South Asia,3,Lurker,Cypher,Viper,Omen,17,245,262,89,0.93,1.27,190,14.4,15.4,5.2,Indonesian,,
Singapore,shiba,Ninjas in Galaxy,NG,Malaysia and Singapore,7,Recon,Sova,Fade,Skye,14,187,220,94,0.85,1.27,179,13.3,15.7,6.7,English,Malay,Mandarin
New Zealand,signed,JiJieHao BONK,JJH,Oceania,4,Recon,Sova,Viper,Gekko,19,281,244,115,1.15,1.62,195,14.7,12.8,6.0,English,Maori,
India,skillZ,Revenant Esports,RVNT,South Asia,1,Recon,Sova,Skye,Fade,15,186,190,103,0.97,1.52,160,12.4,12.6,6.8,Hindi,English,
Australia,sommboiii,Wolf Pack,WP,Oceania,12,Lurker,Killjoy,Omen,Viper,7,90,106,24,0.84,1.07,171,12.8,15.1,3.4,English,,
Australia,songry,iPGN,iPGN,Oceania,5,Anchor,Killjoy,Cypher,Brimstone,20,336,285,82,1.17,1.46,236,16.8,14.2,4.1,English,,
International,spartabang,Xu Gang,XG,Oceania,12,Flash,Breach,KAY/O,,7,88,111,59,0.79,1.32,182,12.5,15.8,8.4,English,,
Malaysia,subbey,Reve Drift Arena,RDA,Malaysia and Singapore,2,Recon,Sova,Skye,Breach,32,466,529,262,0.88,1.37,180,14.5,16.5,8.1,English,Malay,
Kazakhstan,sultan,Revenant Esports,RVNT,South Asia,1,Lurker,Omen,Viper,Cypher,15,262,191,110,1.37,1.94,223,17.4,12.7,7.3,Kazakh,Russian,
Thailand,sushiboys,FULL SENSE,FS,Thailand,1,Anchor,Cypher,Killjoy,Brimstone,11,158,156,70,1.01,1.46,195,14.3,14.1,6.3,Thai,,
Thailand,tbloy,Santa Gang,SG,Thailand,5,Entry,Raze,Jett,,17,266,281,71,0.94,1.19,224,15.6,16.5,4.1,Thai,,
Singapore,tempz,LaZe,LZE,Malaysia and Singapore,4,Flash,Breach,Gekko,KAY/O,25,361,342,229,1.05,1.72,192,14.4,13.6,9.1,English,Malay,Mandarin
Philippines,tesseract,MLT Esports,MLT,South Asia,7,Recon,Sova,Skye,Cypher,5,74,87,25,0.85,1.13,211,14.8,17.4,5.0,Filipino,English,
Malaysia,theDoctorr,Reve Drift Arena,RDA,Malaysia and Singapore,2,Smoker,Omen,Killjoy,Clove,32,561,525,293,1.06,1.62,215,17.5,16.4,9.1,English,Malay,
Japan,thiefy,Northeption,NTH,Japan,8,Flash,Raze,KAY/O,Breach,17,252,272,95,0.92,1.27,211,14.8,16.0,5.5,Japanese,,
Australia,tixx,SCARZ,SZ,Japan,5,Smoker,Omen,Viper,Brimstone,20,266,279,195,0.95,1.65,183,13.3,13.9,9.7,Japanese,English,
India,tryst,Orangutan,OGS,South Asia,4,Recon,KAY/O,Viper,Skye,12,162,161,95,1.0,1.59,200,13.5,13.4,7.9,Hindi,English,
Indonesia,tupai,DIS Esports,DIS,Indonesia,7,Lurker,Sova,Chamber,Cypher,8,78,140,24,0.55,0.72,167,9.7,17.5,3.0,Indonesian,,
Vietnam,twilight,Fancy United Esports,FCY,Vietnam,2,Anchor,Cypher,Viper,Killjoy,12,177,138,53,1.28,1.66,208,14.7,11.5,4.4,Vietnamese,,
Indonesia,vascalizz,Bigetron Arctic,BTR,Indonesia,4,Recon,Sova,Skye,Gekko,12,174,164,66,1.06,1.46,186,14.5,13.6,5.5,Indonesian,,
India,venka,Velocity Gaming,VLT,South Asia,3,Entry,Jett,Raze,Gekko,17,339,290,54,1.16,1.35,263,19.9,17.0,3.1,Hindi,English,
Singapore,vera,Disguised,DSG,Malaysia and Singapore,1,Entry,Jett,Raze,Neon,23,421,349,106,1.2,1.51,246,18.3,15.1,4.6,English,Malay,Mandarin
Australia,vizsla,FOCUSGG,FOC,Oceania,3,Anchor,Killjoy,Viper,Cypher,19,301,286,76,1.05,1.31,219,15.8,15.0,4.0,English,,
Singapore,wayne,Disguised,DSG,Malaysia and Singapore,1,Lurker,Omen,Killjoy,Reyna,24,400,325,189,1.23,1.81,216,16.6,13.5,7.8,English,Malay,Mandarin
Philippines,witz,Oasis Gaming,OAS,Philippines,3,Recon,Skye,Sova,KAY/O,23,342,347,216,0.98,1.6,192,14.8,15.0,9.3,Filipino,English,
Indonesia,woody,ARF TEAM,ARF,Indonesia,3,Flash,Gekko,KAY/O,Reyna,23,375,327,207,1.14,1.77,224,16.3,14.2,9.0,Indonesian,,
Thailand,xZe,Sharper Esport,SPE,Thailand,4,Smoker,Omen,Brimstone,Yoru,23,294,352,159,0.83,1.28,174,12.7,15.3,6.9,Thai,,
Philippines,xavi8k,Oasis Gaming,OAS,Philippines,3,Anchor,Cypher,Killjoy,Viper,23,402,334,132,1.2,1.59,223,17.4,14.5,5.7,Filipino,English,
Thailand,xcool,Barn nong chok,BNC,Thailand,7,Anchor,Cypher,Killjoy,Deadlock,14,235,193,56,1.21,1.5,217,16.7,13.7,4.0,Thai,,
Japan,xnfri,VARREL,VL,Japan,5,Entry,Raze,Deadlock,Sova,20,275,302,108,0.91,1.26,183,13.7,15.1,5.4,Japanese,,
Taiwan,yZkA1,ROA,ROA,Hong Kong and Taiwan,5,Smoker,Omen,Reyna,Brimstone,18,278,321,103,0.86,1.18,197,15.4,17.8,5.7,Mandarin,,
Japan,yatsuka,Riddle,RID,Japan,1,Lurker,Omen,Killjoy,Cypher,22,328,311,131,1.05,1.47,182,14.9,14.1,5.9,Japanese,,
Philippines,yokam,Carti World,CW,Philippines,5,Entry,Jett,Raze,Neon,22,510,372,84,1.37,1.59,291,23.1,16.9,3.8,Filipino,English,
South Korea,yoman,Nongshim RedForce,NS,South Korea,2,Recon,Fade,Sova,Skye,34,463,447,260,1.03,1.61,185,13.6,13.1,7.6,Korean,,
Australia,zenox,Rub n' Pug,RNP,Oceania,7,Flex,Raze,Killjoy,Yoru,14,247,230,65,1.07,1.35,247,17.6,16.4,4.6,English,,
Japan,zepher,VARREL,VL,Japan,5,Lurker,Killjoy,Cypher,Omen,20,283,303,81,0.93,1.2,192,14.1,15.1,4.0,Japanese,,
Indonesia,zhar,Bigetron Arctic,BTR,Indonesia,4,Flash,Gekko,Sova,Omen,10,155,143,51,1.08,1.44,210,15.5,14.3,5.1,Indonesian,,
