country,sub_region,language_1,language_2,language_3,ign,team_role,igl,standings,team_name_full,shorthand,agent_1,agent_2,agent_3,maps,k,d,a,kd,kda,acs_per_map,k_per_map,d_per_map,a_per_map
Slovenia,Italy,Italian,Slovenian,,al1en,Smoker,FALSE,5th,VX300 Gaming,VX3,Omen,Viper,Brimstone,13,172,180,97,0.95,1.49,190,13.2,13.8,7.4
Italy,Italy,Italian,,,alannn,Anchor,FALSE,2nd,NOVO Esports,NOVO,Killjoy,Cypher,Deadlock,22,302,254,70,1.18,1.46,204,13.7,11.5,3.1
Czechia,East EMEA,Czech,,,alexiiik,Entry,FALSE,1st,GoNext Esports,GN,Jett,Raze,Neon,31,516,462,95,1.11,1.32,225,16.6,14.9,3
Kuwait,GCC and Iraq,Arabic,,,aljaDi,Anchor,FALSE,5th,Fraggerz,FRG,Killjoy,Jett,Cypher,29,472,450,86,1.04,1.24,218,16.2,15.5,2.9
Poland,East EMEA,Polish,,,almo,Entry,FALSE,8th,Zero Tenacity,Z10,Raze,Yoru,Viper,22,344,376,84,0.91,1.13,202,15.6,17,3.8
Jordan,GCC and Iraq,Arabic,,,alvar,Support,FALSE,3rd,Underground Gaming,UG,Viper,Gekko,KAY/O,16,269,243,79,1.1,1.43,228,16.8,15.1,4.9
Ukraine,East EMEA,Ukrainian,,,arch,Support,TRUE,6th,B8 Esports,B8,Sova,Fade,Skye,27,320,429,157,0.74,1.11,158,11.8,15.8,5.8
Egypt,Levant and North Africa,Arabic,,,avez,Support,FALSE,3rd,NASR Esports,NASR,Viper,Sova,Fade,33,486,401,207,1.21,1.72,211,14.7,12.1,6.2
Spain,Spain,Spanish,,,azaziN,Entry,FALSE,8th,Imperium Gaming,IMP,Raze,Jett,,4,72,68,12,1.05,1.23,232,18,17,3
Germany,Spain,Spanish,German,,azury,Smoker,FALSE,2nd,UCAM Esports Club,UCAM,Omen,Brimstone,Viper,21,291,255,170,1.14,1.8,194,13.8,12.1,8
Turkey,Turkey,Turkish,,,baha,Flex,FALSE,8th,İstanbul Wildcats,IW,Gekko,Omen,Raze,21,273,338,130,0.8,1.19,178,13,16,6.1
Russia,Italy,Italian,Russian,,basya,Anchor,FALSE,5th,VX300 Gaming,VX3,Killjoy,Cypher,Viper,13,190,182,63,1.04,1.39,213,14.6,14,4.8
Turkey,Turkey,Turkish,,,batujnax,Entry,FALSE,7th,S2G Esports,S2G,Raze,Neon,Omen,24,382,386,163,0.98,1.41,212,15.9,16,6.7
Italy,Italy,Italian,,,bipo,Entry,FALSE,2nd,NOVO Esports,NOVO,Jett,Neon,Yoru,22,359,290,88,1.23,1.54,248,16.3,13.1,4
Tunisia,France,French,Arabic,,bramz,Support,TRUE,6th,Akroma,AKR,Skye,KAY/O,Gekko,18,274,280,86,0.97,1.28,196,15.2,15.5,4.7
Portugal,Portugal,Portuguese,Mirandese,,brk,Entry,FALSE,1st,SAW,SAW,Jett,Raze,Yoru,22,393,275,95,1.42,1.77,258,17.8,12.5,4.3
Germany,DACH,German,,,bucher,Smoker,FALSE,4th,FOKUS,FKS,Omen,Brimstone,Viper,30,387,378,219,1.02,1.6,182,12.9,12.6,7.3
Hungary,East EMEA,Hungarian,,,bzt,Support,FALSE,5th,Chipi Chapa's,CHCH,Sova,Breach,Fade,27,343,374,198,0.91,1.44,174,12.7,13.8,7.3
Turkey,Turkey,Turkish,,,cacan,Anchor,FALSE,10th,Fenerbahçe Esports,FB,Killjoy,Cypher,Fade,21,297,316,67,0.93,1.15,196,14.1,15,3.1
Ireland,DACH,English,,,canefis,Anchor,FALSE,10th,Ovation eSports,OVA,Killjoy,Cypher,Viper,21,261,311,62,0.83,1.03,172,12.4,14.8,2.9
Italy,Italy,Italian,,,caydeN,Smoker,FALSE,1st,DSYRE,DSY,Omen,Brimstone,Sage,19,231,237,180,0.97,1.73,177,12.1,12.4,9.4
Russia,East EMEA,Russian,,,chiwa,Anchor,FALSE,3rd,Acend,ACE,Cypher,Killjoy,Viper,36,617,504,155,1.22,1.53,214,17.1,14,4.3
Egypt,Levant and North Africa,Arabic,,,chrollo,Smoker,TRUE,2nd,Team RA'AD,RAAD,Omen,Viper,Brimstone,37,511,509,282,1,1.55,187,13.8,13.7,7.6
Russia,North EMEA,Russian,,,chukl9,Support,FALSE,8th,Apinaorkesteri,APE,Sova,Gekko,Fade,13,171,203,83,0.84,1.25,180,13.1,15.6,6.3
United Kingdom,North EMEA,English,,,crr,Flex,FALSE,3rd,Requiem,RQM,Viper,Reyna,Gekko,3,23,46,5,0.5,0.6,99,7.6,15.3,1.6
Denmark,East EMEA,Danish,English,,cullum,Entry,FALSE,3rd,Acend,ACE,KAY/O,Reyna,Iso,35,533,566,239,0.94,1.36,199,15.2,16.1,6.8
Russia,France,French,Russian,,d3ffo,Entry,FALSE,2nd,Valiant,VLNT,Raze,Jett,Neon,25,434,384,99,1.13,1.38,233,17.3,15.3,3.9
Turkey,Italy,Italian,Turkish,,d3mur,Entry,FALSE,3rd,Outplayed,OP,Jett,Raze,,8,148,142,27,1.04,1.23,240,18.5,17.7,3.3
Saudi Arabia,GCC and Iraq,Arabic,,,d7o,Smoker,FALSE,7th,Dragons Esports,DRGN,Omen,Harbor,Gekko,31,408,476,222,0.85,1.32,179,13.1,15.3,7.1
France,Portugal,French,,,dAkE,Smoker,FALSE,6th,Hurricane Of Feathers,HOF,Omen,,,2,13,29,10,0.44,0.79,113,6.5,14.5,5
Turkey,Turkey,Turkish,,,dRKY,Support,TRUE,8th,İstanbul Wildcats,IW,Breach,Harbor,Sova,21,285,304,152,0.93,1.43,179,13.5,14.4,7.2
Poland,East EMEA,Polish,,,darkosek,Flex,FALSE,9th,Incognito,INCO,Omen,Breach,Jett,21,270,356,113,0.75,1.07,170,12.8,16.9,5.3
Poland,East EMEA,Polish,,,demek,Entry,FALSE,9th,Incognito,INCO,Raze,Jett,Clove,21,275,346,68,0.79,0.99,181,13,16.4,3.2
Turkey,Turkey,Turkish,,,deminatiX,Entry,FALSE,8th,İstanbul Wildcats,IW,Jett,Yoru,Raze,21,374,341,75,1.09,1.31,250,17.8,16.2,3.5
Italy,Italy,Italian,,,dok,Support,FALSE,4th,HGE Esports,HE,KAY/O,Gekko,Skye,17,194,240,169,0.8,1.51,157,11.4,14.1,9.9
Austria,DACH,German,,,eNes,Smoker,FALSE,3rd,Eintracht Frankfurt,SGE,Omen,Clove,Astra,29,431,481,230,0.89,1.37,183,14.8,16.5,7.9
Greece,DACH,Greek,,,eXampL,Support,FALSE,6th,DIVIZON,DIV,Sova,Skye,Viper,24,395,320,170,1.23,1.76,207,16.4,13.3,7
Czechia,DACH,Czech,,,eleo,Support,FALSE,10th,Ovation eSports,OVA,Sova,Fade,KAY/O,21,232,317,123,0.73,1.11,168,11,15,5.8
Serbia,EMEA Playins,Serbian,,,elllement,Entry,FALSE,1st,CGN Esports,CGN,Jett,Raze,Yoru,10,183,134,30,1.36,1.58,243,18.3,13.4,3
Italy,Italy,Italian,,,esc,Smoker,FALSE,8th,Axolotl,AXL,Viper,,,2,19,31,4,0.61,0.74,159,9.5,15.5,2
Italy,Italy,Italian,,,eya,Entry,FALSE,8th,Axolotl,AXL,Jett,,,2,28,33,3,0.84,0.93,231,14,16.5,1.5
Russia,East EMEA,Russian,,,f4ngeer,Entry,FALSE,4th,trashcan,TR,Jett,Raze,Gekko,34,619,492,135,1.25,1.53,246,18.2,14.4,3.9
Portugal,Portugal,Portuguese,Mirandese,,fainz,Entry,FALSE,2nd,PPP,PPP,Raze,Jett,Neon,24,401,342,85,1.17,1.42,246,16.7,14.2,3.5
Russia,Levant and North Africa,Russian,,,falltw,Smoker,FALSE,5th,Gamax Esports,GMX,Omen,Brimstone,Viper,33,508,497,229,1.02,1.48,211,15.3,15,6.9
Portugal,Portugal,Portuguese,Mirandese,,furyan,Entry,FALSE,8th,FTW LEÇA FC,FXL,Jett,Iso,Reyna,13,177,231,67,0.76,1.05,186,13.6,17.7,5.1
Israel,East EMEA,Hebrew,,,g I L,Smoker,FALSE,7th,NOM Esports,NOM,Omen,,,2,22,34,27,0.64,1.44,142,11,17,13.5
Russia,East EMEA,Russian,,,globeX,Entry,FALSE,5th,Chipi Chapa's,CHCH,Yoru,Raze,Omen,16,256,256,86,1,1.33,214,16,16,5.3
Turkey,Turkey,Turkish,,,glovee,Support,TRUE,3rd,Galakticos,GAL,Sova,Gekko,Omen,34,456,507,239,0.89,1.37,172,13.4,14.9,7
Portugal,Portugal,Portuguese,Mirandese,,guedeszy,Flex,FALSE,8th,FTW LEÇA FC,FXL,KAY/O,Killjoy,Astra,6,96,104,39,0.92,1.29,204,16,17.3,6.5
Finland,Italy,Italian,Finnish,Swedish,h1ber,Support,FALSE,2nd,NOVO Esports,NOVO,Sage,Breach,Sova,22,304,276,178,1.1,1.74,216,13.8,12.5,8
Russia,GCC and Iraq,Russian,,,haint,Support,FALSE,8th,Vision Esports,VIS,Sova,Fade,Breach,13,137,210,68,0.65,0.97,152,10.5,16.1,5.2
Latvia,North EMEA,Latvian,,,harambe,Entry,FALSE,3rd,Requiem,RQM,Raze,Jett,Omen,29,523,434,117,1.2,1.47,242,18,14.9,4
Netherlands,Turkey,Turkish,Dutch,,hiro,Anchor,FALSE,6th,SuperMassive Esports,SUP,Cypher,Killjoy,Yoru,9,172,125,45,1.37,1.73,242,19.1,13.8,5
Spain,Spain,Spanish,,,humanz,Support,FALSE,5th,FIVE Media Clan,FIVE,Breach,Gekko,Omen,7,62,116,44,0.53,0.91,132,8.8,16.5,6.2
Lithuania,North EMEA,Lithuanian,,,hype,Anchor,FALSE,1st,Apeks,APK,Killjoy,Viper,Cypher,22,302,270,77,1.11,1.4,190,13.7,12.2,3.5
Belgium,Spain,Spanish,Dutch,French,iDex,Support,FALSE,4th,Ramboot Club,RBT,Sova,Cypher,Breach,6,85,95,29,0.89,1.2,169,14.1,15.8,4.8
Saudi Arabia,GCC and Iraq,Arabic,,,iFly,Entry,FALSE,6th,Twisted Minds,TWIS,Jett,Raze,Cypher,18,307,285,72,1.07,1.32,223,17,15.8,4
Wales,North EMEA,Welsh,English,,ianto,Flex,FALSE,3rd,Requiem,RQM,Gekko,Viper,Yoru,27,381,376,186,1.01,1.5,192,14.1,13.9,6.8
Egypt,Levant and North Africa,Arabic,,,iboss,Flex,FALSE,6th,Team Occupy,OPY,Brimstone,Reyna,,2,25,37,11,0.67,0.97,156,12.5,18.5,5.5
Finland,DACH,Finnish,Swedish,,iluri,Support,TRUE,1st,MOUZ,MOUZ,Breach,Gekko,Skye,38,466,549,282,0.84,1.36,154,12.2,14.4,7.4
Russia,EMEA Playins,Russian,,,insider,Flex,FALSE,2nd,KPI Gaming,KPI,Killjoy,Viper,,10,138,136,37,1.01,1.28,192,13.8,13.6,3.7
Turkey,Turkey,Turkish,,,ip0TT,Entry,FALSE,3rd,Galakticos,GAL,Raze,Jett,Iso,35,626,558,174,1.12,1.43,232,17.8,15.9,4.9
Portugal,Spain,Spanish,Portuguese,Mirandese,jannyXD,Entry,FALSE,4th,Ramboot Club,RBT,Jett,Raze,Yoru,21,373,317,84,1.17,1.44,227,17.7,15,4
Poland,France,French,Polish,,jas,Entry,FALSE,1st,Joblife,JL,Raze,Jett,Neon,25,399,368,88,1.08,1.32,225,15.9,14.7,3.5
Turkey,Turkey,Turkish,,,jeyj7y,Support,TRUE,7th,S2G Esports,S2G,Sova,KAY/O,Deadlock,19,247,301,122,0.82,1.22,170,13,15.8,6.4
Ireland,France,French,English,,juseu,Entry,FALSE,8th,DVM,DVM,Raze,Jett,,11,186,155,30,1.2,1.39,234,16.9,14,2.7
Pakistan,GCC and Iraq,English,Urdu,,k1Ng,Support,FALSE,5th,Fraggerz,FRG,Skye,Sova,Killjoy,29,496,440,183,1.12,1.54,236,17.1,15.1,6.3
Portugal,Portugal,Portuguese,Mirandese,,k4nzo,Anchor,FALSE,8th,FTW LEÇA FC,FXL,Cypher,Killjoy,Omen,11,143,174,62,0.82,1.17,178,13,15.8,5.6
France,France,French,,,kAdavra,Flex,FALSE,8th,DVM,DVM,Omen,Breach,,3,60,41,28,1.46,2.14,237,20,13.6,9.3
Syria,GCC and Iraq,Arabic,,,kAzoo,Flex,FALSE,6th,Twisted Minds,TWIS,Gekko,Reyna,Killjoy,36,515,533,177,0.96,1.29,188,14.3,14.8,4.9
Poland,North EMEA,Polish,,,kaajak,Entry,FALSE,1st,Apeks,APK,Jett,Gekko,Raze,22,446,285,72,1.56,1.81,276,20.2,12.9,3.2
Poland,France,French,Polish,,kamyk,Support,FALSE,1st,Joblife,JL,KAY/O,Breach,Gekko,25,405,342,215,1.18,1.81,216,16.2,13.6,8.6
United Kingdom,GCC and Iraq,English,,,kasper,Support,FALSE,5th,Fraggerz,FRG,Gekko,Skye,Breach,26,330,389,138,0.84,1.2,167,12.6,14.9,5.3
Portugal,Portugal,Portuguese,Mirandese,,kayban,Support,FALSE,6th,Hurricane Of Feathers,HOF,KAY/O,,,3,28,45,22,0.62,1.11,140,9.3,15,7.3
Poland,East EMEA,Polish,,,kenobi,Flex,FALSE,8th,Zero Tenacity,Z10,Viper,Cypher,KAY/O,22,291,359,131,0.81,1.17,175,13.2,16.3,5.9
Switzerland,DACH,German,French,Italian,kovaQ,Support,FALSE,5th,ALTERNATE aTTaX,ATN,Sova,KAY/O,Skye,27,424,367,205,1.15,1.71,223,15.7,13.5,7.5
Poland,Spain,Spanish,Polish,,krejzzs,Entry,FALSE,5th,FIVE Media Clan,FIVE,Jett,Raze,,16,297,237,42,1.25,1.43,253,18.5,14.8,2.6
Spain,Spain,Spanish,,,krysyS,Support,FALSE,5th,FIVE Media Clan,FIVE,KAY/O,Skye,Gekko,7,83,106,49,0.78,1.24,174,11.8,15.1,7
Lithuania,Spain,Spanish,Lithuanian,,l0udly,Anchor,FALSE,4th,Ramboot Club,RBT,Viper,Cypher,Killjoy,21,299,298,110,1,1.37,187,14.2,14.1,5.2
Turkey,Turkey,Turkish,,,lauress,Anchor,FALSE,5th,Fire Flux Esports,FF,Cypher,Killjoy,Clove,27,480,429,115,1.11,1.38,218,17.7,15.8,4.2
Austria,East EMEA,German,,,litshii,Flex,FALSE,7th,NOM Esports,NOM,Viper,Sage,Breach,23,325,366,179,0.88,1.37,179,14.1,15.9,7.7
Turkey,East EMEA,Turkish,,,lovers rock,Entry,FALSE,5th,Chipi Chapa's,CHCH,Jett,Yoru,Reyna,13,210,185,56,1.13,1.43,224,16.1,14.2,4.3
United Kingdom,North EMEA,English,,,luca,Flex,FALSE,6th,Metizport,MZP,Killjoy,KAY/O,Viper,10,158,154,49,1.02,1.34,200,15.8,15.4,4.9
Germany,DACH,German,,,luckeRRR,Flex,FALSE,3rd,Eintracht Frankfurt,SGE,Sage,Yoru,Omen,29,494,458,210,1.07,1.53,219,17,15.7,7.2
Ukraine,East EMEA,Ukrainian,,,luckyMrJ,Anchor,FALSE,4th,trashcan,TR,Viper,Cypher,Sage,34,502,452,180,1.11,1.5,202,14.7,13.2,5.2
Turkey,Turkey,Turkish,,,lurzy0y0,Flex,FALSE,3rd,Galakticos,GAL,Omen,Breach,Cypher,35,543,519,212,1.04,1.45,193,15.5,14.8,6
France,France,French,,,lux9,Entry,FALSE,3rd,ZERANCE,ZER,Raze,Jett,Yoru,26,449,393,90,1.14,1.37,236,17.2,15.1,3.4
Russia,Spain,Spanish,Russian,,m4xikk,Smoker,FALSE,6th,FALKE ESPORTS,FLK,Viper,Omen,KAY/O,17,219,256,82,0.85,1.17,183,12.8,15,4.8
Poland,Spain,Spanish,Polish,,maniek,Entry,FALSE,1st,Barça eSports,BAR,Raze,Neon,Yoru,24,408,363,83,1.12,1.35,230,17,15.1,3.4
Romania,North EMEA,Romanian,,,melo,Support,TRUE,6th,Metizport,MZP,Fade,Sova,Gekko,17,231,265,121,0.87,1.32,173,13.5,15.5,7.1
France,France,French,,,memset,Anchor,FALSE,7th,Solary,SLY,Cypher,Killjoy,Viper,19,300,307,66,0.97,1.19,191,15.7,16.1,3.4
Russia,Italy,Italian,Russian,,mezoky,Anchor,FALSE,7th,RTZN,RTZN,Viper,Cypher,Killjoy,13,181,207,58,0.87,1.15,196,13.9,15.9,4.4
France,France,French,,,mikee,Anchor,FALSE,1st,Joblife,JL,Viper,Killjoy,Cypher,25,317,310,110,1.02,1.37,175,12.6,12.4,4.4
Spain,Spain,Spanish,,,mober,Anchor,FALSE,5th,FIVE Media Clan,FIVE,Killjoy,Cypher,,17,228,245,48,0.93,1.12,178,13.4,14.4,2.8
Spain,Portugal,Spanish,,,mochi,Flex,FALSE,3rd,Ex0Tik Gaming,EX0,Omen,Raze,Cypher,19,251,261,68,0.96,1.22,198,13.2,13.7,3.5
Turkey,Turkey,Turkish,,,mojj,Anchor,FALSE,9th,Eternal Fire,EF,Killjoy,Deadlock,Cypher,21,301,311,80,0.96,1.22,187,14.3,14.8,3.8
Russia,Levant and North Africa,Russian,,,moner,Anchor,FALSE,1st,R8 Esports,R8,Cypher,Killjoy,,40,554,496,147,1.11,1.41,189,13.8,12.4,3.6
Poland,East EMEA,Polish,,,msh,Anchor,FALSE,9th,Incognito,INCO,Killjoy,Cypher,Raze,21,330,319,61,1.03,1.22,202,15.7,15.1,2.9
Germany,DACH,German,,,murii,Smoker,FALSE,7th,SK Gaming,SK,Cypher,Viper,Omen,20,276,321,77,0.85,1.09,181,13.8,16,3.8
Germany,East EMEA,German,,,musashi,Support,FALSE,3rd,Acend,ACE,Gekko,Fade,Sova,36,524,528,194,0.99,1.35,187,14.5,14.6,5.3
Turkey,Turkey,Turkish,,,musz3kk,Flex,FALSE,9th,Eternal Fire,EF,Jett,Gekko,Omen,10,124,166,45,0.74,1.01,167,12.4,16.6,4.5
Portugal,Portugal,Portuguese,Mirandese,,nasK,Flex,FALSE,8th,FTW LEÇA FC,FXL,Neon,Sova,,2,34,35,14,0.97,1.37,220,17,17.5,7
Spain,Spain,Spanish,,,neptuNo,Support,TRUE,7th,ZETA (Spanish team),ZETA,Omen,Sova,Breach,14,191,201,129,0.95,1.59,206,13.6,14.3,9.2
Israel,East EMEA,Hebrew,,,nero,Support,FALSE,7th,NOM Esports,NOM,Sova,Fade,Skye,23,309,359,166,0.86,1.32,167,13.4,15.6,7.2
Ukraine,Spain,Spanish,Ukrainian,,niwt,Entry,FALSE,8th,Imperium Gaming,IMP,Reyna,Jett,Yoru,8,126,121,45,1.04,1.41,217,15.7,15.1,5.6
Finland,North EMEA,Finnish,Swedish,,nixoon,Smoker,FALSE,4th,OnlyFins,OF,Omen,Viper,Clove,27,347,443,205,0.78,1.24,180,12.8,16.4,7.5
Bulgaria,Levant and North Africa,Bulgarian,,,nk4y,Flex,FALSE,8th,Skulls Esports,SKUL,Raze,Chamber,Gekko,9,114,132,21,0.86,1.02,190,12.6,14.6,2.3
Portugal,Portugal,Portuguese,Mirandese,,noheart,Entry,FALSE,6th,Hurricane Of Feathers,HOF,Jett,Raze,,14,223,217,47,1.02,1.24,225,15.9,15.5,3.3
Poland,East EMEA,Polish,,,nyczu,Anchor,FALSE,10th,ESC Gaming,ESC,Killjoy,Cypher,,22,291,351,90,0.82,1.08,168,13.2,15.9,4
Germany,DACH,German,,,obnoks,Support,FALSE,1st,MOUZ,MOUZ,Sova,Gekko,Fade,38,606,587,234,1.03,1.43,197,15.9,15.4,6.1
United Kingdom,Italy,Italian,English,,otom,Entry,FALSE,4th,HGE Esports,HE,Yoru,Neon,Jett,3,49,51,21,0.96,1.37,201,16.3,17,7
Russia,France,French,Russian,,pa1ka,Anchor,FALSE,8th,DVM,DVM,Cypher,Viper,Killjoy,19,245,264,93,0.92,1.28,176,12.8,13.8,4.8
Russia,Levant and North Africa,Russian,,,pashapain666,Smoker,FALSE,8th,Skulls Esports,SKUL,Omen,Viper,Astra,24,258,345,113,0.74,1.07,162,10.7,14.3,4.7
Portugal,Portugal,Portuguese,Mirandese,,pdr,Support,FALSE,4th,Impulse Gaming Warriors,IGW,KAY/O,Viper,Breach,18,239,232,165,1.03,1.74,186,13.2,12.8,9.1
Argentina,Spain,Spanish,,,pika,Support,FALSE,8th,Imperium Gaming,IMP,Gekko,Fade,Skye,14,159,211,88,0.75,1.17,153,11.3,15,6.2
Italy,Italy,Italian,,,pityth,Anchor,FALSE,3rd,Outplayed,OP,Killjoy,Cypher,,7,102,101,21,1,1.21,177,14.5,14.4,3
Saudi Arabia,GCC and Iraq,Arabic,,,potato484,Support,FALSE,7th,Dragons Esports,DRGN,Viper,Sova,Fade,14,181,210,74,0.86,1.21,180,12.9,15,5.2
Estonia,East EMEA,Estonian,,,pyrolll,Smoker,FALSE,3rd,Acend,ACE,Omen,Viper,Astra,36,526,500,229,1.05,1.51,191,14.6,13.8,6.3
Serbia,DACH,Serbian,,,qpert,Smoker,TRUE,7th,SK Gaming,SK,Omen,Astra,Viper,20,223,298,172,0.74,1.32,147,11.1,14.9,8.6
Germany,DACH,German,,,quantumrino,Entry,FALSE,8th,Permitta Unicorns,PXU,Raze,Jett,Chamber,20,344,356,73,0.96,1.17,234,17.2,17.8,3.6
Turkey,Turkey,Turkish,,,qw1,Entry,FALSE,5th,Fire Flux Esports,FF,Raze,Jett,Neon,16,279,239,45,1.16,1.35,239,17.4,14.9,2.8
Poland,East EMEA,Polish,,,qxv,Support,FALSE,10th,ESC Gaming,ESC,Sova,Fade,Skye,22,315,362,134,0.87,1.24,177,14.3,16.4,6
Sweden,Levant and North Africa,Swedish,,,ralle,Flex,FALSE,8th,Skulls Esports,SKUL,KAY/O,Jett,,6,66,91,50,0.72,1.27,164,11,15.1,8.3
Portugal,Portugal,Portuguese,Mirandese,,raxtazzz,Smoker,FALSE,8th,FTW LEÇA FC,FXL,Jett,Omen,Brimstone,9,107,152,44,0.7,0.99,158,11.8,16.8,4.8
Russia,Italy,Italian,Russian,,rexxtoned,Smoker,FALSE,7th,RTZN,RTZN,Omen,Brimstone,Killjoy,13,200,197,66,1.01,1.35,211,15.3,15.1,5
Saudi Arabia,GCC and Iraq,Arabic,,,rezy,Support,FALSE,3rd,Underground Gaming,UG,Sova,Skye,Breach,27,318,380,190,0.83,1.33,164,11.7,14,7
Denmark,North EMEA,Danish,English,,ri4d,Support,FALSE,7th,Formulation Gaming,FMG,KAY/O,Breach,Killjoy,17,285,267,150,1.06,1.62,216,16.7,15.7,8.8
Portugal,Portugal,Portuguese,Mirandese,,rlzy,Entry,FALSE,8th,FTW LEÇA FC,FXL,Viper,Jett,Raze,8,119,129,28,0.92,1.13,203,14.8,16.1,3.5
France,France,French,,,rodeN,Support,FALSE,5th,Cicadas Gaming,CG,Breach,KAY/O,Skye,18,231,275,161,0.84,1.42,182,12.8,15.2,8.9
Turkey,Turkey,Turkish,,,russ,Support,FALSE,7th,S2G Esports,S2G,Raze,Gekko,Fade,24,363,394,87,0.92,1.14,190,15.1,16.4,3.6
Poland,Spain,Spanish,Polish,,saiko,Entry,FALSE,4th,Ramboot Club,RBT,Sova,Neon,Jett,13,151,198,59,0.76,1.06,151,11.6,15.2,4.5
Austria,Turkey,Turkish,German,,samed,Entry,FALSE,10th,Fenerbahçe Esports,FB,Jett,Raze,Yoru,5,37,87,16,0.42,0.6,128,7.4,17.4,3.2
Egypt,Middle East and North Africa,Arabic,,,sand,Smoker,FALSE,1st,Team Falcons,FLC,Cypher,Viper,Harbor,10,156,136,41,1.14,1.44,190,15.6,13.6,4.1
Turkey,Turkey,Turkish,,,sh1va,Anchor,FALSE,8th,İstanbul Wildcats,IW,Cypher,Killjoy,,21,288,288,60,1,1.2,178,13.7,13.7,2.8
Egypt,Levant and North Africa,Arabic,,,shalaby,Anchor,FALSE,2nd,Team RA'AD,RAAD,Cypher,Killjoy,Viper,37,544,544,155,1,1.28,191,14.7,14.7,4.1
Germany,DACH,German,,,shiio,Smoker,FALSE,8th,Permitta Unicorns,PXU,Omen,Viper,Neon,12,159,187,79,0.85,1.27,162,13.2,15.5,6.5
Hungary,Italy,Italian,Hungarian,,shinnok,Anchor,FALSE,3rd,Outplayed,OP,Cypher,Killjoy,Viper,11,154,150,36,1.02,1.26,188,14,13.6,3.2
Pakistan,GCC and Iraq,English,Urdu,,shooterR,Entry,FALSE,5th,Fraggerz,FRG,Raze,Jett,Sage,26,352,416,114,0.84,1.12,194,13.5,16,4.3
Germany,East EMEA,German,,,shy,Entry,FALSE,10th,ESC Gaming,ESC,Jett,Raze,Yoru,22,381,388,68,0.98,1.15,218,17.3,17.6,3
Russia,Levant and North Africa,Russian,,,sibeastw0w,Entry,FALSE,3rd,NASR Esports,NASR,Raze,Jett,Yoru,33,583,441,183,1.32,1.73,265,17.6,13.3,5.5
Russia,Levant and North Africa,Russian,,,sickrey,Support,FALSE,1st,R8 Esports,R8,Skye,Sova,Gekko,40,597,479,371,1.24,2.02,203,14.9,11.9,9.2
Italy,Italy,Italian,,,sihw,Anchor,FALSE,4th,HGE Esports,HE,Killjoy,Viper,Cypher,12,155,168,38,0.92,1.14,171,12.9,14,3.1
Portugal,Portugal,Portuguese,Mirandese,,silentj,Anchor,FALSE,2nd,PPP,PPP,Cypher,Killjoy,Viper,24,338,298,105,1.13,1.48,201,14,12.4,4.3
Turkey,Turkey,Turkish,,,skyLeN,Support,FALSE,6th,SuperMassive Esports,SUP,KAY/O,Deadlock,Breach,29,454,406,266,1.11,1.77,205,15.6,14,9.1
Portugal,Portugal,Portuguese,Mirandese,,skypzz,Smoker,FALSE,6th,Hurricane Of Feathers,HOF,Killjoy,Omen,Brimstone,14,184,206,87,0.89,1.31,182,13.1,14.7,6.2
Portugal,Portugal,Portuguese,Mirandese,,slender,Flex,FALSE,8th,FTW LEÇA FC,FXL,Viper,Killjoy,,7,120,111,37,1.08,1.41,204,17.1,15.8,5.2
Poland,East EMEA,Polish,,,snikk,Support,TRUE,8th,Zero Tenacity,Z10,Sova,Skye,Fade,22,319,349,130,0.91,1.28,185,14.5,15.8,5.9
Turkey,Turkey,Turkish,,,sociablEE,Support,FALSE,5th,Fire Flux Esports,FF,Sova,Breach,Fade,26,455,378,202,1.2,1.73,228,17.5,14.5,7.7
France,France,French,,,soren,Entry,FALSE,6th,Akroma,AKR,Jett,Raze,Neon,18,253,309,62,0.81,1.01,186,14,17.1,3.4
United Kingdom,North EMEA,English,,,soulcas,Support,FALSE,1st,Apeks,APK,KAY/O,Sova,Viper,22,318,268,178,1.18,1.85,214,14.4,12.1,8
Poland,DACH,Polish,,,starki,Smoker,FALSE,1st,MOUZ,MOUZ,Omen,Brimstone,Astra,38,605,563,324,1.07,1.65,199,15.9,14.8,8.5
Portugal,Italy,Italian,Portuguese,Mirandese,starkk,Smoker,FALSE,2nd,NOVO Esports,NOVO,Viper,Omen,Astra,22,286,244,145,1.17,1.76,196,13,11,6.5
Russia,Portugal,Russian,,,stepa,Entry,FALSE,7th,FUZOS,FUZO,Raze,Jett,Neon,9,167,170,36,0.98,1.19,233,18.5,18.8,4
United Kingdom,North EMEA,English,,,stike,Smoker,FALSE,6th,Metizport,MZP,Omen,Viper,Astra,4,53,73,15,0.72,0.93,159,13.2,18.2,3.7
Germany,North EMEA,German,,,stolen,Anchor,FALSE,8th,Apinaorkesteri,APE,Killjoy,Cypher,Viper,6,80,99,25,0.8,1.06,174,13.3,16.5,4.1
Ukraine,Spain,Spanish,Ukrainian,,stonezy,Entry,FALSE,6th,FALKE ESPORTS,FLK,Jett,Raze,Yoru,17,266,243,54,1.09,1.31,216,15.6,14.2,3.1
Saudi Arabia,GCC and Iraq,Arabic,,,str1keR,Entry,FALSE,4th,The Ultimates,TU,Omen,Jett,Raze,33,448,493,174,0.9,1.26,184,13.5,14.9,5.2
